postcode,postcode_compact,postcode_sector,local_authority_code
AB12 4PX,AB124PX,AB12 4,S12000034
AB12 4QA,AB124QA,AB12 4,S12000034
AB12 4QB,AB124QB,AB12 4,S12000034
AB12 4QD,AB124QD,AB12 4,S12000034
AB12 4QE,AB124QE,AB12 4,S12000034
AB12 4QF,AB124QF,AB12 4,S12000034
AB12 4QG,AB124QG,AB12 4,S12000034
AB12 4QH,AB124QH,AB12 4,S12000034
AB12 4QL,AB124QL,AB12 4,S12000034
AB12 4QN,AB124QN,AB12 4,S12000034
AB12 4QP,AB124QP,AB12 4,S12000034
AB12 4QQ,AB124QQ,AB12 4,S12000034
AB12 4QR,AB124QR,AB12 4,S12000034
AB12 4QS,AB124QS,AB12 4,S12000034
AB12 4QT,AB124QT,AB12 4,S12000034
AB12 4QU,AB124QU,AB12 4,S12000034
AB12 4QW,AB124QW,AB12 4,S12000034
AB12 4QX,AB124QX,AB12 4,S12000034
AB12 4QY,AB124QY,AB12 4,S12000034
AB12 4QZ,AB124QZ,AB12 4,S12000034
AB12 4RB,AB124RB,AB12 4,S12000034
AB12 4RD,AB124RD,AB12 4,S12000034
AB12 4RE,AB124RE,AB12 4,S12000034
AB12 4RF,AB124RF,AB12 4,S12000034
AB12 4RG,AB124RG,AB12 4,S12000034
AB12 4RJ,AB124RJ,AB12 4,S12000034
AB12 4RL,AB124RL,AB12 4,S12000034
AB12 4RN,AB124RN,AB12 4,S12000034
AB12 4RQ,AB124RQ,AB12 4,S12000034
AB12 4RR,AB124RR,AB12 4,S12000034
AB12 4RS,AB124RS,AB12 4,S12000034
AB12 4RT,AB124RT,AB12 4,S12000034
AB12 4RX,AB124RX,AB12 4,S12000034
AB12 4RY,AB124RY,AB12 4,S12000034
AB12 4SA,AB124SA,AB12 4,S12000034
AB12 4SB,AB124SB,AB12 4,S12000034
AB12 4SD,AB124SD,AB12 4,S12000034
AB12 4SE,AB124SE,AB12 4,S12000034
AB12 4SF,AB124SF,AB12 4,S12000034
AB12 4SG,AB124SG,AB12 4,S12000034
AB12 4SH,AB124SH,AB12 4,S12000034
AB12 4SJ,AB124SJ,AB12 4,S12000034
AB12 4SL,AB124SL,AB12 4,S12000034
AB12 4SN,AB124SN,AB12 4,S12000034
AB12 4SP,AB124SP,AB12 4,S12000034
AB12 4SS,AB124SS,AB12 4,S12000034
AB12 4ST,AB124ST,AB12 4,S12000034
AB12 4SU,AB124SU,AB12 4,S12000034
AB12 4SW,AB124SW,AB12 4,S12000034
AB12 4SX,AB124SX,AB12 4,S12000034
AB12 4SY,AB124SY,AB12 4,S12000034
AB12 4SZ,AB124SZ,AB12 4,S12000034
AB12 4TA,AB124TA,AB12 4,S12000034
AB12 4TB,AB124TB,AB12 4,S12000034
AB12 4TD,AB124TD,AB12 4,S12000034
AB12 4TE,AB124TE,AB12 4,S12000034
AB12 4TF,AB124TF,AB12 4,S12000034
AB12 4TG,AB124TG,AB12 4,S12000034
AB12 4TH,AB124TH,AB12 4,S12000034
AB12 4TJ,AB124TJ,AB12 4,S12000034
AB12 4TL,AB124TL,AB12 4,S12000034
AB12 4TN,AB124TN,AB12 4,S12000034
AB12 4TP,AB124TP,AB12 4,S12000034
AB12 4TQ,AB124TQ,AB12 4,S12000034
AB12 4TR,AB124TR,AB12 4,S12000034
AB12 4TS,AB124TS,AB12 4,S12000034
AB12 4TT,AB124TT,AB12 4,S12000034
AB12 4TU,AB124TU,AB12 4,S12000034
AB12 4TW,AB124TW,AB12 4,S12000034
AB12 4TX,AB124TX,AB12 4,S12000034
AB12 4TY,AB124TY,AB12 4,S12000034
AB12 4TZ,AB124TZ,AB12 4,S12000034
AB12 4UE,AB124UE,AB12 4,S12000034
AB12 4UF,AB124UF,AB12 4,S12000034
AB12 4UG,AB124UG,AB12 4,S12000034
AB12 4UJ,AB124UJ,AB12 4,S12000034
AB12 4UL,AB124UL,AB12 4,S12000034
AB12 4UN,AB124UN,AB12 4,S12000034
AB12 4UP,AB124UP,AB12 4,S12000034
AB12 4UQ,AB124UQ,AB12 4,S12000034
AB12 4UR,AB124UR,AB12 4,S12000034
AB12 4US,AB124US,AB12 4,S12000034
AB12 4UT,AB124UT,AB12 4,S12000034
AB12 4UU,AB124UU,AB12 4,S12000034
AB12 4UW,AB124UW,AB12 4,S12000034
AB12 4UX,AB124UX,AB12 4,S12000034
AB12 4UY,AB124UY,AB12 4,S12000034
AB12 4UZ,AB124UZ,AB12 4,S12000034
AB12 4WA,AB124WA,AB12 4,S12000034
AB12 4WB,AB124WB,AB12 4,S12000034
AB12 4WS,AB124WS,AB12 4,S12000034
AB12 4WT,AB124WT,AB12 4,S12000034
AB12 4WU,AB124WU,AB12 4,S12000034
AB12 4WW,AB124WW,AB12 4,S12000034
AB12 4WX,AB124WX,AB12 4,S12000034
AB12 4WY,AB124WY,AB12 4,S12000034
AB12 4XA,AB124XA,AB12 4,S12000034
AB12 4XB,AB124XB,AB12 4,S12000034
AB12 4XD,AB124XD,AB12 4,S12000034
AB12 4XE,AB124XE,AB12 4,S12000034
AB12 4XF,AB124XF,AB12 4,S12000034
AB12 4XG,AB124XG,AB12 4,S12000034
AB12 4XH,AB124XH,AB12 4,S12000034
AB12 4XJ,AB124XJ,AB12 4,S12000034
AB12 4XL,AB124XL,AB12 4,S12000034
AB12 4XN,AB124XN,AB12 4,S12000034
AB12 4XP,AB124XP,AB12 4,S12000034
AB12 4XQ,AB124XQ,AB12 4,S12000034
AB12 4XR,AB124XR,AB12 4,S12000034
AB12 4XS,AB124XS,AB12 4,S12000034
AB12 4XT,AB124XT,AB12 4,S12000034
AB12 4XU,AB124XU,AB12 4,S12000034
AB12 4XW,AB124XW,AB12 4,S12000034
AB12 4XX,AB124XX,AB12 4,S12000034
AB12 4XY,AB124XY,AB12 4,S12000034
AB12 4YA,AB124YA,AB12 4,S12000034
AB12 4YB,AB124YB,AB12 4,S12000034
AB12 4YD,AB124YD,AB12 4,S12000034
AB12 4YF,AB124YF,AB12 4,S12000034
AB12 4YS,AB124YS,AB12 4,S12000034
AB12 4ZD,AB124ZD,AB12 4,S12000034
AB12 4ZE,AB124ZE,AB12 4,S12000034
AB12 5AA,AB125AA,AB12 5,S12000033
AB12 5AB,AB125AB,AB12 5,S12000033
AB12 5AD,AB125AD,AB12 5,S12000033
AB12 5AE,AB125AE,AB12 5,S12000033
AB12 5AF,AB125AF,AB12 5,S12000034
AB12 5AH,AB125AH,AB12 5,S12000033
AB12 5AJ,AB125AJ,AB12 5,S12000033
AB12 5AL,AB125AL,AB12 5,S12000033
AB12 5AN,AB125AN,AB12 5,S12000033
AB12 5AP,AB125AP,AB12 5,S12000033
AB12 5AQ,AB125AQ,AB12 5,S12000033
AB12 5AR,AB125AR,AB12 5,S12000033
AB12 5AS,AB125AS,AB12 5,S12000033
AB12 5AT,AB125AT,AB12 5,S12000033
AB12 5AU,AB125AU,AB12 5,S12000033
AB12 5AX,AB125AX,AB12 5,S12000033
AB12 5AY,AB125AY,AB12 5,S12000033
AB12 5BA,AB125BA,AB12 5,S12000033
AB12 5BB,AB125BB,AB12 5,S12000033
AB12 5BD,AB125BD,AB12 5,S12000033
AB12 5BE,AB125BE,AB12 5,S12000033
AB12 5BH,AB125BH,AB12 5,S12000033
AB12 5BJ,AB125BJ,AB12 5,S12000033
AB12 5BL,AB125BL,AB12 5,S12000033
AB12 5BN,AB125BN,AB12 5,S12000033
AB12 5BP,AB125BP,AB12 5,S12000033
AB12 5BQ,AB125BQ,AB12 5,S12000033
AB12 5BR,AB125BR,AB12 5,S12000033
AB12 5BS,AB125BS,AB12 5,S12000033
AB12 5BT,AB125BT,AB12 5,S12000033
AB12 5BU,AB125BU,AB12 5,S12000033
AB12 5BX,AB125BX,AB12 5,S12000033
AB12 5BY,AB125BY,AB12 5,S12000033
AB12 5BZ,AB125BZ,AB12 5,S12000034
AB12 5DA,AB125DA,AB12 5,S12000033
AB12 5DB,AB125DB,AB12 5,S12000033
AB12 5DD,AB125DD,AB12 5,S12000033
AB12 5DE,AB125DE,AB12 5,S12000033
AB12 5DF,AB125DF,AB12 5,S12000033
AB12 5DH,AB125DH,AB12 5,S12000033
AB12 5DJ,AB125DJ,AB12 5,S12000033
AB12 5DL,AB125DL,AB12 5,S12000033
AB12 5DN,AB125DN,AB12 5,S12000033
AB12 5DP,AB125DP,AB12 5,S12000033
AB12 5DQ,AB125DQ,AB12 5,S12000033
AB12 5DR,AB125DR,AB12 5,S12000033
AB12 5DS,AB125DS,AB12 5,S12000033
AB12 5DT,AB125DT,AB12 5,S12000033
AB12 5DX,AB125DX,AB12 5,S12000033
AB12 5EA,AB125EA,AB12 5,S12000033
AB12 5EB,AB125EB,AB12 5,S12000033
AB12 5ED,AB125ED,AB12 5,S12000033
AB12 5EE,AB125EE,AB12 5,S12000034
AB12 5EJ,AB125EJ,AB12 5,S12000033
AB12 5EL,AB125EL,AB12 5,S12000033
AB12 5EN,AB125EN,AB12 5,S12000033
AB12 5EP,AB125EP,AB12 5,S12000033
AB12 5EQ,AB125EQ,AB12 5,S12000033
AB12 5ER,AB125ER,AB12 5,S12000033
AB12 5ES,AB125ES,AB12 5,S12000033
AB12 5ET,AB125ET,AB12 5,S12000033
AB12 5EX,AB125EX,AB12 5,S12000033
AB12 5FA,AB125FA,AB12 5,S12000034
AB12 5FB,AB125FB,AB12 5,S12000034
AB12 5FE,AB125FE,AB12 5,S12000034
AB12 5FF,AB125FF,AB12 5,S12000034
AB12 5FR,AB125FR,AB12 5,S12000034
AB12 5FS,AB125FS,AB12 5,S12000034
AB12 5FT,AB125FT,AB12 5,S12000034
AB12 5FX,AB125FX,AB12 5,S12000034
AB12 5GA,AB125GA,AB12 5,S12000034
AB12 5GB,AB125GB,AB12 5,S12000034
AB12 5GD,AB125GD,AB12 5,S12000034
AB12 5GE,AB125GE,AB12 5,S12000034
AB12 5GH,AB125GH,AB12 5,S12000034
AB12 5GJ,AB125GJ,AB12 5,S12000034
AB12 5GL,AB125GL,AB12 5,S12000034
AB12 5GN,AB125GN,AB12 5,S12000034
AB12 5GP,AB125GP,AB12 5,S12000034
AB12 5GQ,AB125GQ,AB12 5,S12000034
AB12 5GR,AB125GR,AB12 5,S12000034
AB12 5GS,AB125GS,AB12 5,S12000034
AB12 5GT,AB125GT,AB12 5,S12000034
AB12 5GW,AB125GW,AB12 5,S12000034
AB12 5GX,AB125GX,AB12 5,S12000034
AB12 5GY,AB125GY,AB12 5,S12000034
AB12 5GZ,AB125GZ,AB12 5,S12000034
AB12 5HA,AB125HA,AB12 5,S12000033
AB12 5HB,AB125HB,AB12 5,S12000033
AB12 5HD,AB125HD,AB12 5,S12000033
AB12 5HJ,AB125HJ,AB12 5,S12000033
AB12 5HL,AB125HL,AB12 5,S12000033
AB12 5HN,AB125HN,AB12 5,S12000033
AB12 5HP,AB125HP,AB12 5,S12000033
AB12 5HQ,AB125HQ,AB12 5,S12000033
AB12 5HR,AB125HR,AB12 5,S12000033
AB12 5HS,AB125HS,AB12 5,S12000033
AB12 5HT,AB125HT,AB12 5,S12000033
AB12 5HX,AB125HX,AB12 5,S12000033
AB12 5JA,AB125JA,AB12 5,S12000033
AB12 5JB,AB125JB,AB12 5,S12000033
AB12 5JD,AB125JD,AB12 5,S12000033
AB12 5JJ,AB125JJ,AB12 5,S12000033
AB12 5JL,AB125JL,AB12 5,S12000033
AB12 5JN,AB125JN,AB12 5,S12000033
AB12 5JP,AB125JP,AB12 5,S12000033
AB12 5JQ,AB125JQ,AB12 5,S12000033
AB12 5JR,AB125JR,AB12 5,S12000033
AB12 5JS,AB125JS,AB12 5,S12000033
AB12 5JT,AB125JT,AB12 5,S12000033
AB12 5JU,AB125JU,AB12 5,S12000033
AB12 5JW,AB125JW,AB12 5,S12000033
AB12 5JX,AB125JX,AB12 5,S12000033
AB12 5JY,AB125JY,AB12 5,S12000033
AB12 5LA,AB125LA,AB12 5,S12000033
AB12 5LB,AB125LB,AB12 5,S12000033
AB12 5LD,AB125LD,AB12 5,S12000033
AB12 5LE,AB125LE,AB12 5,S12000033
AB12 5LF,AB125LF,AB12 5,S12000034
AB12 5LJ,AB125LJ,AB12 5,S12000033
AB12 5LL,AB125LL,AB12 5,S12000033
AB12 5LN,AB125LN,AB12 5,S12000033
AB12 5LP,AB125LP,AB12 5,S12000033
AB12 5LQ,AB125LQ,AB12 5,S12000033
AB12 5LR,AB125LR,AB12 5,S12000033
AB12 5LS,AB125LS,AB12 5,S12000033
AB12 5LT,AB125LT,AB12 5,S12000033
AB12 5LX,AB125LX,AB12 5,S12000033
AB12 5NA,AB125NA,AB12 5,S12000033
AB12 5NB,AB125NB,AB12 5,S12000033
AB12 5ND,AB125ND,AB12 5,S12000033
AB12 5NJ,AB125NJ,AB12 5,S12000033
AB12 5NL,AB125NL,AB12 5,S12000033
AB12 5NN,AB125NN,AB12 5,S12000033
AB12 5NP,AB125NP,AB12 5,S12000033
AB12 5NQ,AB125NQ,AB12 5,S12000033
AB12 5NR,AB125NR,AB12 5,S12000033
AB12 5NS,AB125NS,AB12 5,S12000033
AB12 5NT,AB125NT,AB12 5,S12000033
AB12 5NX,AB125NX,AB12 5,S12000033
AB12 5PA,AB125PA,AB12 5,S12000033
AB12 5PB,AB125PB,AB12 5,S12000033
AB12 5PD,AB125PD,AB12 5,S12000033
AB12 5PF,AB125PF,AB12 5,S12000033
AB12 5PJ,AB125PJ,AB12 5,S12000033
AB12 5PL,AB125PL,AB12 5,S12000033
AB12 5PN,AB125PN,AB12 5,S12000033
AB12 5PP,AB125PP,AB12 5,S12000033
AB12 5PQ,AB125PQ,AB12 5,S12000033
AB12 5PR,AB125PR,AB12 5,S12000033
AB12 5PS,AB125PS,AB12 5,S12000033
AB12 5PT,AB125PT,AB12 5,S12000033
AB12 5PX,AB125PX,AB12 5,S12000033
AB12 5QA,AB125QA,AB12 5,S12000033
AB12 5QB,AB125QB,AB12 5,S12000033
AB12 5QD,AB125QD,AB12 5,S12000033
AB12 5QJ,AB125QJ,AB12 5,S12000033
AB12 5QL,AB125QL,AB12 5,S12000033
AB12 5QN,AB125QN,AB12 5,S12000033
AB12 5QP,AB125QP,AB12 5,S12000033
AB12 5QQ,AB125QQ,AB12 5,S12000033
AB12 5QR,AB125QR,AB12 5,S12000033
AB12 5QS,AB125QS,AB12 5,S12000033
AB12 5QT,AB125QT,AB12 5,S12000033
AB12 5QU,AB125QU,AB12 5,S12000033
AB12 5QX,AB125QX,AB12 5,S12000033
AB12 5RA,AB125RA,AB12 5,S12000033
AB12 5RB,AB125RB,AB12 5,S12000033
AB12 5RD,AB125RD,AB12 5,S12000033
AB12 5RE,AB125RE,AB12 5,S12000033
AB12 5RF,AB125RF,AB12 5,S12000033
AB12 5RG,AB125RG,AB12 5,S12000033
AB12 5RH,AB125RH,AB12 5,S12000033
AB12 5RJ,AB125RJ,AB12 5,S12000033
AB12 5RL,AB125RL,AB12 5,S12000033
AB12 5RN,AB125RN,AB12 5,S12000033
AB12 5RP,AB125RP,AB12 5,S12000033
AB12 5RQ,AB125RQ,AB12 5,S12000033
AB12 5RR,AB125RR,AB12 5,S12000033
AB12 5RT,AB125RT,AB12 5,S12000033
AB12 5RU,AB125RU,AB12 5,S12000033
AB12 5RW,AB125RW,AB12 5,S12000033
AB12 5RX,AB125RX,AB12 5,S12000033
AB12 5RY,AB125RY,AB12 5,S12000033
AB12 5RZ,AB125RZ,AB12 5,S12000033
AB12 5SA,AB125SA,AB12 5,S12000033
AB12 5SD,AB125SD,AB12 5,S12000033
AB12 5SE,AB125SE,AB12 5,S12000033
AB12 5SF,AB125SF,AB12 5,S12000033
AB12 5SJ,AB125SJ,AB12 5,S12000033
AB12 5SL,AB125SL,AB12 5,S12000033
AB12 5SN,AB125SN,AB12 5,S12000033
AB12 5SP,AB125SP,AB12 5,S12000033
AB12 5SQ,AB125SQ,AB12 5,S12000033
AB12 5SR,AB125SR,AB12 5,S12000033
AB12 5SS,AB125SS,AB12 5,S12000033
AB12 5SX,AB125SX,AB12 5,S12000033
AB12 5SZ,AB125SZ,AB12 5,S12000033
AB12 5TA,AB125TA,AB12 5,S12000033
AB12 5TB,AB125TB,AB12 5,S12000033
AB12 5TD,AB125TD,AB12 5,S12000033
AB12 5TJ,AB125TJ,AB12 5,S12000033
AB12 5TL,AB125TL,AB12 5,S12000033
AB12 5TN,AB125TN,AB12 5,S12000033
AB12 5TP,AB125TP,AB12 5,S12000033
AB12 5TQ,AB125TQ,AB12 5,S12000033
AB12 5TR,AB125TR,AB12 5,S12000033
AB12 5TS,AB125TS,AB12 5,S12000033
AB12 5TT,AB125TT,AB12 5,S12000033
AB12 5TX,AB125TX,AB12 5,S12000033
AB12 5UA,AB125UA,AB12 5,S12000033
AB12 5UB,AB125UB,AB12 5,S12000033
AB12 5UD,AB125UD,AB12 5,S12000033
AB12 5UE,AB125UE,AB12 5,S12000033
AB12 5UF,AB125UF,AB12 5,S12000033
AB12 5UG,AB125UG,AB12 5,S12000033
AB12 5UJ,AB125UJ,AB12 5,S12000033
AB12 5UL,AB125UL,AB12 5,S12000033
AB12 5UN,AB125UN,AB12 5,S12000033
AB12 5UP,AB125UP,AB12 5,S12000033
AB12 5UQ,AB125UQ,AB12 5,S12000033
AB12 5UR,AB125UR,AB12 5,S12000033
AB12 5US,AB125US,AB12 5,S12000033
AB12 5UT,AB125UT,AB12 5,S12000033
AB12 5WF,AB125WF,AB12 5,S12000034
AB12 5WG,AB125WG,AB12 5,S12000034
AB12 5WH,AB125WH,AB12 5,S12000034
AB12 5WJ,AB125WJ,AB12 5,S12000034
AB12 5XA,AB125XA,AB12 5,S12000033
AB12 5XB,AB125XB,AB12 5,S12000033
AB12 5XD,AB125XD,AB12 5,S12000033
AB12 5XJ,AB125XJ,AB12 5,S12000033
AB12 5XL,AB125XL,AB12 5,S12000034
AB12 5XN,AB125XN,AB12 5,S12000034
AB12 5XP,AB125XP,AB12 5,S12000034
AB12 5XQ,AB125XQ,AB12 5,S12000034
AB12 5XR,AB125XR,AB12 5,S12000034
AB12 5XS,AB125XS,AB12 5,S12000034
AB12 5XT,AB125XT,AB12 5,S12000034
AB12 5XX,AB125XX,AB12 5,S12000034
AB12 5YA,AB125YA,AB12 5,S12000034
AB12 5YB,AB125YB,AB12 5,S12000034
AB12 5YD,AB125YD,AB12 5,S12000034
AB12 5YJ,AB125YJ,AB12 5,S12000034
AB12 5YL,AB125YL,AB12 5,S12000034
AB12 5YN,AB125YN,AB12 5,S12000034
AB12 5YP,AB125YP,AB12 5,S12000034
AB12 5YQ,AB125YQ,AB12 5,S12000034
AB12 5YR,AB125YR,AB12 5,S12000034
AB12 5YS,AB125YS,AB12 5,S12000034
AB12 5YT,AB125YT,AB12 5,S12000034
AB12 5YX,AB125YX,AB12 5,S12000034
AB12 9AL,AB129AL,AB12 9,S12000033
AB12 9AU,AB129AU,AB12 9,S12000033
AB12 9AY,AB129AY,AB12 9,S12000033
AB12 9AZ,AB129AZ,AB12 9,S12000033
AB12 9DE,AB129DE,AB12 9,S12000033
AB12 9DU,AB129DU,AB12 9,S12000033
AB12 9DZ,AB129DZ,AB12 9,S12000033
AB12 9EG,AB129EG,AB12 9,S12000033
AB12 9EL,AB129EL,AB12 9,S12000033
AB12 9EZ,AB129EZ,AB12 9,S12000033
AB12 9FQ,AB129FQ,AB12 9,S12000033
AB12 9GF,AB129GF,AB12 9,S12000033
AB12 9GT,AB129GT,AB12 9,S12000033
AB12 9HA,AB129HA,AB12 9,S12000033
AB12 9HE,AB129HE,AB12 9,S12000033
AB12 9SA,AB129SA,AB12 9,S12000033
AB12 9SB,AB129SB,AB12 9,S12000033
AB12 9SD,AB129SD,AB12 9,S12000033
AB12 9SE,AB129SE,AB12 9,S12000033
AB12 9SF,AB129SF,AB12 9,S12000033
AB12 9SG,AB129SG,AB12 9,S12000033
AB12 9SH,AB129SH,AB12 9,S12000033
AB12 9SJ,AB129SJ,AB12 9,S12000033
AB12 9SL,AB129SL,AB12 9,S12000033
AB12 9SN,AB129SN,AB12 9,S12000033
AB12 9SP,AB129SP,AB12 9,S12000033
AB12 9SQ,AB129SQ,AB12 9,S12000033
AB12 9SR,AB129SR,AB12 9,S12000033
AB12 9SS,AB129SS,AB12 9,S12000033
AB12 9ST,AB129ST,AB12 9,S12000033
AB12 9SU,AB129SU,AB12 9,S12000033
AB12 9SW,AB129SW,AB12 9,S12000033
AB12 9SX,AB129SX,AB12 9,S12000033
AB12 9SY,AB129SY,AB12 9,S12000033
AB12 9SZ,AB129SZ,AB12 9,S12000033
AB12 9TA,AB129TA,AB12 9,S12000033
AB12 9TB,AB129TB,AB12 9,S12000033
AB12 9TD,AB129TD,AB12 9,S12000033
AB12 9TE,AB129TE,AB12 9,S12000033
AB12 9TF,AB129TF,AB12 9,S12000033
AB12 9TG,AB129TG,AB12 9,S12000033
AB12 9TH,AB129TH,AB12 9,S12000033
AB12 9TJ,AB129TJ,AB12 9,S12000033
AB12 9TL,AB129TL,AB12 9,S12000033
AB12 9TN,AB129TN,AB12 9,S12000033
AB12 9TP,AB129TP,AB12 9,S12000033
AB12 9TQ,AB129TQ,AB12 9,S12000033
AB12 9TR,AB129TR,AB12 9,S12000033
AB12 9TS,AB129TS,AB12 9,S12000033
AB12 9TT,AB129TT,AB12 9,S12000033
AB12 9TU,AB129TU,AB12 9,S12000033
AB12 9TW,AB129TW,AB12 9,S12000033
AB12 9TX,AB129TX,AB12 9,S12000033
AB12 9TY,AB129TY,AB12 9,S12000033
AB12 9TZ,AB129TZ,AB12 9,S12000033
AB12 9UA,AB129UA,AB12 9,S12000033
AB12 9UB,AB129UB,AB12 9,S12000033
AB12 9UD,AB129UD,AB12 9,S12000033
AB12 9UE,AB129UE,AB12 9,S12000033
AB12 9UF,AB129UF,AB12 9,S12000033
AB12 9UG,AB129UG,AB12 9,S12000033
AB12 9UH,AB129UH,AB12 9,S12000033
AB12 9UJ,AB129UJ,AB12 9,S12000033
AB12 9UL,AB129UL,AB12 9,S12000033
AB12 9UN,AB129UN,AB12 9,S12000033
AB12 9UP,AB129UP,AB12 9,S12000033
AB12 9UQ,AB129UQ,AB12 9,S12000033
AB12 9UR,AB129UR,AB12 9,S12000033
AB12 9US,AB129US,AB12 9,S12000033
AB12 9UT,AB129UT,AB12 9,S12000033
AB12 9UU,AB129UU,AB12 9,S12000033
AB12 9UW,AB129UW,AB12 9,S12000033
AB12 9UX,AB129UX,AB12 9,S12000033
AB12 9UY,AB129UY,AB12 9,S12000033
AB12 9ZZ,AB129ZZ,AB12 9,S12000033
AB13 0AA,AB130AA,AB13 0,S12000033
AB13 0AB,AB130AB,AB13 0,S12000033
AB13 0AD,AB130AD,AB13 0,S12000033
AB13 0AE,AB130AE,AB13 0,S12000033
AB13 0AG,AB130AG,AB13 0,S12000033
AB13 0AH,AB130AH,AB13 0,S12000033
AB13 0AJ,AB130AJ,AB13 0,S12000033
AB13 0AL,AB130AL,AB13 0,S12000033
AB13 0AN,AB130AN,AB13 0,S12000033
AB13 0AP,AB130AP,AB13 0,S12000033
AB13 0AR,AB130AR,AB13 0,S12000033
AB13 0AS,AB130AS,AB13 0,S12000033
AB13 0AT,AB130AT,AB13 0,S12000033
AB13 0AU,AB130AU,AB13 0,S12000033
AB13 0AW,AB130AW,AB13 0,S12000033
AB13 0AX,AB130AX,AB13 0,S12000033
AB13 0AY,AB130AY,AB13 0,S12000033
AB13 0AZ,AB130AZ,AB13 0,S12000033
AB13 0BA,AB130BA,AB13 0,S12000033
AB13 0BB,AB130BB,AB13 0,S12000033
AB13 0BD,AB130BD,AB13 0,S12000033
AB13 0BE,AB130BE,AB13 0,S12000033
AB13 0BF,AB130BF,AB13 0,S12000033
AB13 0BG,AB130BG,AB13 0,S12000033
AB13 0BH,AB130BH,AB13 0,S12000033
AB13 0BL,AB130BL,AB13 0,S12000033
AB13 0BN,AB130BN,AB13 0,S12000033
AB13 0BP,AB130BP,AB13 0,S12000033
AB13 0BS,AB130BS,AB13 0,S12000033
AB13 0DH,AB130DH,AB13 0,S12000033
AB13 0DJ,AB130DJ,AB13 0,S12000033
AB13 0DN,AB130DN,AB13 0,S12000033
AB13 0DP,AB130DP,AB13 0,S12000033
AB13 0DQ,AB130DQ,AB13 0,S12000033
AB13 0DR,AB130DR,AB13 0,S12000033
AB13 0DS,AB130DS,AB13 0,S12000033
AB13 0DT,AB130DT,AB13 0,S12000033
AB13 0DU,AB130DU,AB13 0,S12000033
AB13 0DX,AB130DX,AB13 0,S12000033
AB13 0DY,AB130DY,AB13 0,S12000033
AB13 0EA,AB130EA,AB13 0,S12000033
AB13 0EB,AB130EB,AB13 0,S12000033
AB13 0ED,AB130ED,AB13 0,S12000033
AB13 0EE,AB130EE,AB13 0,S12000033
AB13 0EF,AB130EF,AB13 0,S12000033
AB13 0EG,AB130EG,AB13 0,S12000033
AB13 0EH,AB130EH,AB13 0,S12000033
AB13 0EJ,AB130EJ,AB13 0,S12000033
AB13 0EL,AB130EL,AB13 0,S12000033
AB13 0EN,AB130EN,AB13 0,S12000033
AB13 0EP,AB130EP,AB13 0,S12000033
AB13 0EQ,AB130EQ,AB13 0,S12000033
AB13 0ER,AB130ER,AB13 0,S12000033
AB13 0ES,AB130ES,AB13 0,S12000033
AB13 0ET,AB130ET,AB13 0,S12000033
AB13 0EU,AB130EU,AB13 0,S12000033
AB13 0EW,AB130EW,AB13 0,S12000033
AB13 0EX,AB130EX,AB13 0,S12000033
AB13 0EY,AB130EY,AB13 0,S12000033
AB13 0EZ,AB130EZ,AB13 0,S12000033
AB13 0GY,AB130GY,AB13 0,S12000033
AB13 0GZ,AB130GZ,AB13 0,S12000033
AB13 0HA,AB130HA,AB13 0,S12000033
AB13 0HB,AB130HB,AB13 0,S12000033
AB13 0HD,AB130HD,AB13 0,S12000033
AB13 0HF,AB130HF,AB13 0,S12000033
AB13 0HG,AB130HG,AB13 0,S12000033
AB13 0HH,AB130HH,AB13 0,S12000033
AB13 0HJ,AB130HJ,AB13 0,S12000033
AB13 0HL,AB130HL,AB13 0,S12000033
AB13 0HN,AB130HN,AB13 0,S12000033
AB13 0HP,AB130HP,AB13 0,S12000033
AB13 0HQ,AB130HQ,AB13 0,S12000033
AB13 0HR,AB130HR,AB13 0,S12000033
AB13 0HS,AB130HS,AB13 0,S12000033
AB13 0HT,AB130HT,AB13 0,S12000033
AB13 0HU,AB130HU,AB13 0,S12000033
AB13 0HW,AB130HW,AB13 0,S12000033
AB13 0HX,AB130HX,AB13 0,S12000033
AB13 0HY,AB130HY,AB13 0,S12000033
AB13 0HZ,AB130HZ,AB13 0,S12000033
AB13 0JA,AB130JA,AB13 0,S12000033
AB13 0JB,AB130JB,AB13 0,S12000033
AB13 0JD,AB130JD,AB13 0,S12000033
AB13 0JE,AB130JE,AB13 0,S12000033
AB13 0JG,AB130JG,AB13 0,S12000033
AB13 0JH,AB130JH,AB13 0,S12000033
AB13 0JJ,AB130JJ,AB13 0,S12000033
AB13 0JL,AB130JL,AB13 0,S12000033
AB13 0JP,AB130JP,AB13 0,S12000033
AB13 0JQ,AB130JQ,AB13 0,S12000033
AB13 0JR,AB130JR,AB13 0,S12000033
AB13 0JS,AB130JS,AB13 0,S12000033
AB13 0JT,AB130JT,AB13 0,S12000033
AB13 0JU,AB130JU,AB13 0,S12000033
AB13 0JW,AB130JW,AB13 0,S12000033
AB13 0JX,AB130JX,AB13 0,S12000033
AB13 0JY,AB130JY,AB13 0,S12000033
AB13 0JZ,AB130JZ,AB13 0,S12000033
AB13 0NQ,AB130NQ,AB13 0,S12000033
AB14 0AB,AB140AB,AB14 0,S12000033
AB14 0AD,AB140AD,AB14 0,S12000033
AB14 0AE,AB140AE,AB14 0,S12000033
